Paper Title,Authors,ID
Boosting Frank-Wolfe by Chasing Gradients,"Cyrille W. Combettes, Sebastian Pokutta",6608
Concise Explanations of Neural Networks using Adversarial Training,"PRASAD Chalasani, Jiefeng Chen, Amrita Roy Chowdhury, Xi Wu, Somesh Jha",6609
Quantum Boosting,"Srinivasan Arunachalam, Reevu Maity",6610
Information-Theoretic Local Minima Characterization and Regularization,"Zhiwei Jia, Hao Su",6611
Kernel interpolation with continuous volume sampling,"Ayoub Belhadji, Rémi Bardenet, Pierre Chainais",6612
Efficient Identification in Linear Structural Causal Models with Auxiliary Cutsets,"Daniel Kumor, Carlos Cinelli, Elias Bareinboim",6613
Partial Trace Regression and Low-Rank Kraus Decomposition,"Hachem Kadri, Stephane Ayache, Riikka Huusari, alain rakotomamonjy, Ralaivola Liva",6614
Constant Curvature Graph Convolutional Networks,"Gregor Bachmann, Gary Becigneul, Octavian Ganea",6615
Educating Text Autoencoders: Latent Representation Guidance via Denoising,"Tianxiao Shen, Jonas Mueller, Regina Barzilay, Tommi Jaakkola",6616
Generalization via Derandomization,"Jeffrey Negrea, Daniel Roy, Gintare Karolina Dziugaite",6617
Inductive Relation Prediction by Subgraph Reasoning,"Komal Teru, Etienne Denis, Will Hamilton",6618
Logarithmic Regret for Online Control with Adversarial Noise,"Dylan Foster, Max Simchowitz",6619
Multiresolution Tensor Learning for Efficient and Interpretable Spatial Analysis,"Jung Yeon Park, Kenneth Carr, Stephan Zheng, Yisong Yue, Rose Yu",6620
Customizing ML Predictions for Online Algorithms,"Keerti Anand, Rong Ge, Debmalya Panigrahi",6621
Maximum Entropy Gain Exploration for Long Horizon Multi-goal Reinforcement Learning,"Silviu Pitis, Harris Chan, Stephen Zhao, Bradly Stadie, Jimmy Ba",6622
 Recht-Re Noncommutative Arithmetic-Geometric Mean Conjecture is False,"Zehua Lai, Lek-Heng Lim",6623
Predictive Multiplicity in Classification,"Charles Marx, Flavio Calmon, Berk Ustun",6624
Word-Level Speech Recognition With a Letter to Word Encoder,"Ronan Collobert, Awni Hannun, Gabriel Synnaeve",6625
Reducing Sampling Error in Batch Temporal Difference Learning,"Brahma Pavse, Ishan Durugkar, Josiah Hanna, Peter Stone",6626
Adaptive Sampling for Estimating Probability Distributions,"Shubhanshu Shekhar, Tara Javidi, Mohammad Ghavamzadeh",6627
Adversarial Filters of Dataset Biases,"Ronan Le Bras, Swabha Swayamdipta, Chandra Bhagavatula, Rowan Zellers, Matthew Peters, Ashish Sabharwal, Yejin Choi",6628
Black-Box Variational Inference as a Parametric Approximation to Langevin Dynamics,"Matt Hoffman, Yian Ma",6629
Faster Graph Embeddings via Coarsening,"Matthew Fahrbach, Gramoz Goranci, Sushant Sachdeva, Richard Peng, Chi Wang",6630
Efficient non-conjugate Gaussian process factor models for spike countdata using polynomial approximations,"Stephen Keeley, David Zoltowski, Jonathan Pillow, Spencer Smith, Yiyi Yu",6631
Multigrid Neural Memory,"Tri Huynh, Michael Maire, Matthew Walter",6632
Cautious Adaptation For Reinforcement Learning in Safety-Critical Settings,"Jesse Zhang, Brian Cheung, Chelsea Finn, Sergey Levine, Dinesh Jayaraman",6633
Adversarial Nonnegative Matrix Factorization,"lei luo, yanfu Zhang, Heng Huang",6634
Aligned Cross Entropy for Non-Autoregressive Machine Translation,"Marjan Ghazvininejad, Vladimir Karpukhin, Luke Zettlemoyer, Omer Levy",6635
Model-Agnostic Characterization of Fairness Trade-offs,"Joon Kim, Jiahao Chen, Ameet Talwalkar",6636
A Distributional Framework For Data Valuation,"Amirata Ghorbani, Michael Kim, James Zou",6637
Supervised Quantile Normalization for Low Rank Matrix Factorization,"Marco Cuturi, Olivier Teboul, Jonathan Niles-Weed, JP Vert",6638
AR-DAE: Towards Unbiased Neural Entropy Gradient Estimation,"Jae Hyun Lim, Aaron Courville, Christopher Pal, Chin-Wei Huang",6639
Bridging the Gap Between f-GANs and Wasserstein GANs,"Jiaming Song, Stefano Ermon",6640
“Other-Play” for Zero-Shot Coordination,"Hengyuan Hu, Alexander Peysakhovich, Adam Lerer, Jakob Foerster",6641
Correlation Clustering with Asymmetric Classification Errors,"Jafar Jafarov, Sanchit Kalhan, Konstantin Makarychev, Yury Makarychev",6642
An Optimistic Perspective on Offline Deep Reinforcement Learning,"Rishabh Agarwal, Dale Schuurmans, Mohammad Norouzi",6643
Neural Topic Modeling with Continual Lifelong Learning,"Pankaj Gupta, Yatin Chaudhary, Thomas Runkler, Hinrich Schuetze",6644
Learning and Evaluating Contextual Embedding of Source Code,"Aditya Kanade, Petros Maniatis, Gogul Balakrishnan, Kensen Shi",6645
"Uncertainty quantification for nonconvex tensor completion: Confidence intervals, heteroscedasticity and optimality","Changxiao Cai, H. Vincent Poor, Yuxin Chen",6646
Learning with Good Feature Representations in Bandits and in RL with a Generative Model,"Gellért Weisz, Tor Lattimore, Csaba Szepesvari",6647
Angular Visual Hardness,"Beidi Chen, Weiyang Liu, Zhiding Yu, Jan Kautz, Anshumali Shrivastava, Animesh Garg, Anima Anandkumar",6648
Learning the Stein Discrepancy for Training and Evaluating Energy-Based Models without Sampling,"Will Grathwohl, Kuan-Chieh Wang, Jörn Jacobsen, David Duvenaud, Richard Zemel",6649
Variance Reduction and Quasi-Newton for Particle-Based Variational Inference,"Michael Zhu, Chang Liu, Jun Zhu",6650
Better depth-width trade-offs for neural networks through the lens of dynamical systems,"Vaggos Chatziafratis, Ioannis Panageas, Sai Ganesh Nagarajan",6651
Stochastic Coordinate Minimization with Progressive Precision for Stochastic Convex Optimization,"Sudeep Salgia, Qing Zhao, Sattar Vakili",6652
Fundamental Tradeoffs between Invariance and Sensitivity to Adversarial Perturbations,"Florian Tramer, Jens Behrmann, Nicholas Carlini, Nicolas Papernot, Jörn Jacobsen",6653
"Learning From Strategic Agents: Accuracy, Improvement, and Causality","Yonadav Shavit, Ben Edelman, Brian Axelrod",6654
Causal Structure Discovery from Distributions Arising from Mixtures of DAGs,"Basil Saeed, Snigdha Panigrahi, Caroline Uhler",6655
Explainable and Discourse Topic-aware Neural Language Understanding,"Yatin Chaudhary, Pankaj Gupta, Hinrich Schuetze",6656
Understanding Contrastive Representation Learning through Geometry on the Hypersphere,"Tongzhou Wang, Phillip Isola",6657
On Learning Language-Invariant Representations for Universal Machine Translation,"Han Zhao, Junjie Hu, Andrej Risteski",6658
Compressive sensing with un-trained neural networks: Gradient descent finds a smooth approximation,"Reinhard Heckel, Mahdi Soltanolkotabi",6659
Representing Unordered Data Using Multiset Automata and Complex Numbers,"Justin DeBenedetto, David Chiang",6660
Mutual Transfer Learning for Massive Data,"Ching-Wei Cheng, Xingye Qiao, Guang Cheng",6661
The Differentiable Cross-Entropy Method,"Brandon Amos, Denis Yarats",6662
A Sample Complexity Separation between Non-Convex and Convex Meta-Learning,"Nikunj Saunshi, Yi Zhang, Misha Khodak, Sanjeev Arora",6663
On the Convergence of Nesterov's Accelerated Gradient Method in Stochastic Settings,"Mido Assran, Mike Rabbat",6664
The Buckley-Osthus model and the block preferential attachment model: statistical analysis and application,"Wenpin Tang, Xin Guo, Fengmin Tang",6665
Representations for Stable Off-Policy Reinforcement Learning,"Dibya Ghosh, Marc Bellemare",6666
Piecewise Linear Regression via a Difference of Convex Functions,"Ali Siahkamari, Aditya Gangrade, Brian Kulis, Venkatesh Saligrama",6667
On the consistency of top-k surrogate losses,"Forest Yang, Sanmi Koyejo",6668
Collapsed Amortized Variational Inference for Switching Nonlinear Dynamical Systems,"Zhe Dong,  Bryan Seybold, Kevin Murphy, Hung Bui",6669
Boosting Deep Neural Network Efficiency with Dual-Module Inference,"Liu Liu, Lei Deng, Zhaodong Chen, yuke wang, Shuangchen Li, Jingwei Zhang, Yihua Yang, Zhenyu Gu, Yufei Ding, Yuan Xie",6670
Time-Consistent Self-Supervision for Semi-Supervised Learning,"Tianyi Zhou, Shengjie Wang, Jeff Bilmes",6671
Selective Dyna-style Planning Under Limited Model Capacity,"Zaheer SM, Samuel Sokota, Erin Talvitie, Martha White",6672
A Pairwise Fair and Community-preserving Approach to k-Center Clustering,"Brian Brubach, Darshan Chakrabarti, John P Dickerson, Samir Khuller, Aravind Srinivasan, Leonidas Tsepenekas",6673
How recurrent networks implement contextual processing in sentiment analysis,"Niru Maheswaranathan, David Sussillo",6674
"Smaller, more accurate regression forests using tree alternating optimization","Arman Zharmagambetov, Miguel Carreira-Perpinan",6675
Divide and Conquer: Leveraging Intermediate Feature Representations for Quantized Training of Neural Networks,"Ahmed T. Elthakeb, Prannoy Pilligundla, FatemehSadat Mireshghallah, Alexander Cloninger, Hadi Esmaeilzadeh",6676
From Sets to Multisets: Provable Variational  Inference for Probabilistic Integer Submodular Models,"Aytunc Sahin, Yatao Bian, Joachim Buhmann, Andreas Krause",6677
Empirical Study of the Benefits of Overparameterization in Learning Latent Variable Models,"Rares-Darius Buhai, Yoni Halpern, Yoon Kim, Andrej Risteski, David Sontag",6678
Improving the Gating Mechanism of Recurrent Neural Networks,"Albert Gu, Caglar Gulcehre, Thomas Paine, Matthew Hoffman, Razvan Pascanu",6679
Efficient and Scalable Bayesian Neural Nets with Rank-1 Factors,"Mike Dusenberry, Ghassen Jerfel, Yeming Wen, Yian Ma, Jasper Snoek, Katherine Heller, Balaji Lakshminarayanan, Dustin Tran",6680
Analyzing the effect of neural network architecture on training performance,"Karthik Abinav Sankararaman, Soham De, Zheng Xu, W. Ronny Huang, Tom Goldstein",6681
Born-again Tree Ensembles,"Thibaut Vidal, Maximilian Schiffer",6682
Accountable Off-Policy Evaluation via a Kernelized Bellman Statistics,"Yihao Feng, Tongzheng Ren, Ziyang Tang, Qiang Liu",6683
Improving Transformer Optimization Through Better Initialization ,"Xiao Shi Huang, Felipe Perez, Jimmy Ba, Maksims Volkovs",6684
Learning to Simulate and Design for Structural Engineering,"Kai-Hung Chang, Chin-Yi Cheng",6685
Few-shot Relation Extraction via Bayesian Meta-learning on Task Graphs,"Meng Qu, Tianyu Gao, Louis-Pascal Xhonneux, Jian Tang",6686
Optimal Differential Privacy Composition for Exponential Mechanisms,"Jinshuo Dong, David Durfee, Ryan Rogers",6687
Scaling up Hybrid Probabilistic Inference with Logical and Arithmetic Constraints via Message Passing,"Zhe Zeng, Paolo Morettin, Fanqi Yan, Antonio Vergari, Guy Van den Broeck",6688
Accelerating Large-Scale Inference with Anisotropic Vector Quantization,"Ruiqi Guo, Quan Geng, David Simcha, Felix Chern, Philip Sun, Erik Lindgren, Sanjiv Kumar",6689
Convolutional dictionary learning based auto-encoders for natural exponential-family distributions,"Bahareh Tolooshams, Andrew Song, Simona Temereanca, Demba Ba",6690
Strength from Weakness: Fast Learning Using Weak Supervision,"Joshua Robinson, Stefanie Jegelka, Suvrit Sra",6691
NADS: Neural Architecture Distribution Search for Uncertainty Awareness,"Randy Ardywibowo, Shahin Boluki, Xinyu Gong, Zhangyang Wang, Xiaoning Qian",6692
Approximating Stacked and Bidirectional Recurrent Architectures with the Delayed Recurrent Neural Network,"Javier Turek, Shailee Jain, Vy Vo, Mihai Capotă, Alexander Huth, Theodore Willke",6693
Balancing Competing Objectives with Noisy Data: Score-Based Classifiers for Welfare-Aware Machine Learning,"Esther Rolf, Max Simchowitz, Sarah Dean, Lydia T. Liu, Daniel Bjorkegren, University of California Moritz Hardt, Joshua  Blumenstock",6694
Time-aware Large Kernel Convolutions,"Vasileios Lioutas, Yuhong Guo",6695
Amortised Learning by Wake-Sleep,"Kevin Wenliang, Theodore Moskovitz, Heishiro Kanagawa, Maneesh Sahani",6696
Fair Generative Modeling via Weak Supervision,"Kristy Choi, Aditya Grover, Trisha Singh, Rui Shu, Stefano Ermon",6697
Multi-Step Greedy Reinforcement Learning Algorithms,"Manan Tomar, Yonathan Efroni, Mohammad Ghavamzadeh",6698
Linear Mode Connectivity and the Lottery Ticket Hypothesis,"Jonathan Frankle, Gintare Karolina Dziugaite, Daniel Roy, Michael Carbin",6699
Superpolynomial Lower Bounds for Learning One-Layer Neural Networks using Gradient Descent,"Surbhi Goel, Aravind Gollakota, Zhihan Jin, Sushrut Karmalkar, Adam Klivans",6700
Learnable Group Transform For Time-Series,"Romain Cosentino, Behnaam Aazhang",6701
Optimistic bounds for multi-output learning,"Henry Reeve, Ata Kaban",6702
Detecting Out-of-Distribution Examples with Gram Matrices,"Chandramouli Shama Sastry, Sageev Oore",6703
On Variational Learning of Controllable Representations for Text without Supervision,"Peng Xu, Jackie Chi Kit Cheung, Yanshuai Cao",6704
Model-Based Reinforcement Learning with Value-Targeted Regression,"Zeyu Jia, Lin Yang, Csaba Szepesvari, Mengdi Wang, Alex Ayoub",6705
Two Routes to Scalable Credit Assignment without Weight Symmetry,"Daniel Kunin, Aran Nayebi, Javier Sagastuy-Brena, Surya Ganguli, Jon Bloom, Daniel Yamins",6706
 Predicting deliberative outcomes,"Vikas K Garg, Tommi Jaakkola",6707
Black-box Certification and Learning under Adversarial Perturbations,"Hassan Ashtiani, Vinayak Pathak, Ruth Urner",6708
When deep denoising meets iterative phase retrieval,"Yaotian Wang, Xiaohang Sun, Jason Fleischer",6709
The Neural Tangent Kernel in High Dimensions: Triple Descent and a Multi-Scale Theory of Generalization,"Ben Adlam, Jeffrey Pennington",6710
A Sequential Self Teaching Approach for Improving Generalization in Sound Event Recognition,"Anurag Kumar, Vamsi Krishna Ithapu",6711
On the Global Convergence Rates of Softmax Policy Gradient Methods,"Jincheng Mei, Chenjun Xiao, Csaba Szepesvari, Dale Schuurmans",6712
Source Separation with Deep Generative Priors,"Vivek Jayaram, John Thickstun",6713
Non-Autoregressive Neural Text-to-Speech,"Kainan Peng, Wei Ping, Zhao Song, Kexin Zhao",6714
Amortized Population Gibbs Samplers with Neural Sufficient Statistics,"Hao Wu, Heiko Zimmermann, Eli Sennesh, Tuan Anh Le, Jan-Willem van de Meent",6715
Neural Network Control Policy Verification With Persistent Adversarial Perturbation,"Yuh-Shyang Wang, Lily Weng, Luca Daniel",6716
Circuit-Based Intrinsic Methods to Detect Overfitting,"Satrajit Chatterjee, Alan Mishchenko",6717
Inter-domain Deep Gaussian Processes with RKHS Fourier Features,"Tim G. J. Rudner, Dino Sejdinovic, Yarin Gal",6718
"Estimating Q(s,s') with Deterministic Dynamics Gradients","Ashley Edwards, Himanshu Sahni, Rosanne Liu, Jane Hung, Ankit Jain, Rui Wang, Adrien Ecoffet, Thomas Miconi, Charles Isbell, Jason Yosinski",6719
On conditional versus marginal bias in multi-armed bandits,"Jaehyeok Shin, Aaditya Ramdas, Alessandro Rinaldo",6720
Implicit competitive regularization in GANs,"Florian Schaefer, Hongkai Zheng, Anima Anandkumar",6721
"Graph-based, Self-Supervised Program Repair from Diagnostic Feedback","Michihiro Yasunaga, Percy Liang",6722
Interpretable Off-Policy Evaluation in Reinforcement Learning by Highlighting Influential Transitions,"Omer Gottesman, Joseph Futoma, Yao Liu, Sonali Parbhoo, Leo Celi, Emma Brunskill, Finale Doshi-Velez",6723
Communication-Efficient Federated Learning with Sketching,"Daniel Rothchild, Ashwinee Panda, Enayat Ullah, Nikita Ivkin, Vladimir Braverman, Joseph Gonzalez, Ion Stoica, Raman Arora",6724
Learning Fair Policies in Multi-Objective (Deep) Reinforcement Learning with Average and Discounted Rewards,"Umer Siddique, Paul Weng, Matthieu Zimmer",6725
Robust Black Box Explanations Under Distribution Shift,"Himabindu Lakkaraju, Nino Arsov, Osbert Bastani",6726
Distributed Online Optimization over a Heterogeneous Network,"Nima Eshraghi, Ben Liang",6727
ECLIPSE: An Extreme-Scale Linear Program Solver for Web-Applications,"Kinjal Basu, Amol Ghoting, Rahul Mazumder, Yao Pan",6728
CURL: Contrastive Unsupervised Representation Learning for Reinforcement Learning,"Michael Laskin, Pieter Abbeel, Aravind Srinivas",6729
Confidence-Aware Learning for Deep Neural Networks,"Sangheum Hwang, Jooyoung Moon, Jihyo Kim, Younghak Shin",6730
Online Bayesian Moment Matching based SAT Solver Heuristics,"Haonan Duan, Saeed Nejati, George Trimponias, Pascal Poupart, Vijay Ganesh",6731
Retro*: Learning Retrosynthetic Planning with Neural Guided A* Search,"Binghong Chen, Chengtao Li, Hanjun Dai, Le Song",6732
FedBoost: A Communication-Efficient Algorithm for Federated Learning,"Jenny Hamer, Mehryar Mohri, Ananda Theertha Suresh",6733
Sharp Composition Bounds for Gaussian Differential Privacy via Edgeworth Expansion,"Qinqing Zheng, Jinshuo Dong, Qi Long, Weijie Su",6734
Fast and Three-rious: Speeding Up Weak Supervision with Triplet Methods,"Dan Fu, Mayee Chen, Fred Sala, Sarah Hooper, Kayvon  Fatahalian, Christopher Re",6736
Spectral Frank-Wolfe Algorithm: Strict Complementarity and Linear Convergence,"Lijun Ding, Tom Fei, Qiantong Xu, Chengrun Yang",6737
Deep Molecular Programming: A Natural Implementation of Binary-Weight ReLU Neural Networks,"Marko Vasic, Cameron Chalk, Sarfraz Khurshid, David Soloveichik",6738
Generative Pretraining From Pixels,"Mark Chen, Alec Radford, Rewon Child, Jeffrey K Wu, Heewoo Jun, David Luan, Ilya Sutskever",6739
Inferring DQN structure for high-dimensional continuous control,"Andrey Sakryukin, Chedy Raissi, Mohan Kankanhalli",6740
Subspace Fitting Meets Regression: The Effects of Supervision and  Orthonormality Constraints on Double Descent of Generalization Errors,"Yehuda Dar, Paul Mayer, Lorenzo Luzi, Richard Baraniuk",6741
Learning Selection Strategies in Buchberger’s Algorithm,"Dylan Peifer, Michael Stillman, Daniel Halpern-Leistner",6742
Estimating the Error of Randomized Newton Methods: A Bootstrap Approach,"Miles Lopes, Jessie X.T. Chen",6743
Spectral Subsampling MCMC for Stationary Time Series,"Robert Salomone, Matias Quiroz, Robert kohn, Mattias Villani, Minh-Ngoc Tran",6744
Progressive Identification of True Labels for Partial-Label Learning,"Jiaqi Lv, Miao Xu, LEI FENG, Gang Niu, Xin Geng, Masashi Sugiyama",6745
R2-B2: Recursive Reasoning-Based Bayesian Optimization for No-Regret Learning in Games,"Zhongxiang Dai, Yizhou Chen, Bryan Kian Hsiang Low, Patrick Jaillet , Teck-Hua Ho",6746
Graph Homomorphism Convolution,"Hoang Nguyen, Takanori Maehara",6747
Conditional Augmentation for Generative Modeling,"Heewoo Jun, Rewon Child, Mark Chen, John Schulman, Aditya Ramesh, Alec Radford, Ilya Sutskever",6748
PDO-eConvs: Partial Differential Operator Based Equivariant Convolutions,"Zhengyang Shen, Lingshen He, Zhouchen Lin, Jinwen Ma",6749
Abstraction Mechanisms Predict Generalization in Deep Neural Networks,"Alex Gain, Hava Siegelmann",6750
Revisiting Fundamentals of Experience Replay,"William Fedus, Prajit Ramachandran, Rishabh Agarwal, Yoshua Bengio, Hugo Larochelle, Mark Rowland, Will Dabney",6751
"Go Wide, Then Narrow: Efficient Training of Deep Thin Networks","Denny Zhou, Mao Ye, Chen Chen, Mingxing Tan, Tianjian Meng, Xiaodan Song, Quoc Le, Qiang Liu, Dale Schuurmans",6752
Meta-learning for Mixed Linear Regression,"Weihao Kong, Raghav Somani, Zhao Song, Sham Kakade, Sewoong Oh",6753
Efficiently Learning Adversarially Robust Halfspaces with Noise,"Omar Montasser, Surbhi Goel, Ilias Diakonikolas, Nati Srebro",6754
Bayesian Graph Neural Networks with Adaptive Connection Sampling,"Arman Hasanzadeh, Ehsan Hajiramezanali, Shahin Boluki, Nick Duffield, Mingyuan Zhou, Krishna Narayanan, Xiaoning Qian",6755
On the Theoretical Properties of the Network Jackknife,"Qiaohui Lin, Robert Lunde, Purnamrita Sarkar",6756
Thompson Sampling via Local Uncertainty,"Zhendong Wang, Mingyuan Zhou",6757
Decision Trees for Decision-Making under the Predict-then-Optimize Framework,"Adam Elmachtoub, Jason Cheuk Nam Liang, Ryan McNellis",6758
Representation Learning via Adversarially-Contrastive Optimal Transport,"Anoop Cherian, Shuchin Aeron",6759
"Neuro-Symbolic Visual Reasoning: Disentangling ""Visual"" from ""Reasoning""","Saeed Amizadeh, Hamid Palangi, Alex Polozov, Yichen Huang, Kazuhito Koishida",6760
Two Simple Ways to Learn Individual Fairness Metric from Data,"Debarghya Mukherjee, Mikhail Yurochkin, Moulinath Banerjee, Yuekai Sun",6761
A Simple Framework for Contrastive Learning of Visual Representations,"Ting Chen, Simon Kornblith, Mohammad Norouzi, Geoffrey Hinton",6762
The Implicit and Explicit Regularization Effects of Dropout,"Colin Wei, Sham Kakade, Tengyu Ma",6763
Variable-Bitrate Neural Compression via Bayesian Arithmetic Coding,"Yibo Yang, Robert Bamler, Stephan Mandt",6764
Orthogonalized SGD and Nested Architectures for Anytime Neural Networks,"Chengcheng Wan, Henry (Hank) Hoffmann, Shan Lu, Michael Maire",6765
Evaluating Machine Accuracy on ImageNet,"Vaishaal Shankar, Rebecca Roelofs, Horia Mania, Alex Fang, Benjamin Recht, Ludwig Schmidt",6766
Learning to Navigate in Synthetically Accessible Chemical Space Using Reinforcement Learning,"Sai Krishna Gottipati, Boris Sattarov, Sufeng Niu, Haoran Wei, Yashaswi Pathak, Shengchao Liu, Shengchao Liu, Simon Blackburn, Karam Thomas, Connor Coley, Jian Tang, Sarath Chandar, Yoshua Bengio",6767
Improved Bounds on Minimax Regret under Logarithmic Loss via Self-Concordance,"Blair Bilodeau, Dylan Foster, Daniel Roy",6768
Optimization Theory for ReLU Neural Networks Trained with Normalization Layers,"Yonatan Dukler, Quanquan Gu, Guido Montufar",6769
Improving Molecular Design by Stochastic Iterative Target Augmentation,"Kevin Yang, Wengong Jin, Kyle Swanson, Regina Barzilay, Tommi Jaakkola",6770
Don't Waste Your Bits! Squeeze Activations and Gradients for Deep Neural Networks via TinyScript,"Fangcheng Fu, Yuzheng Hu, Yihan He, Jiawei Jiang, Yingxia Shao, Ce Zhang, Bin Cui",6771
Robust One-Bit Recovery via ReLU Generative Networks: Near-Optimal Statistical Rate and Global Landscape Analysis,"Shuang Qiu, Xiaohan Wei, Zhuoran Yang",6772
Multi-objective Bayesian Optimization using Pareto-frontier Entropy,"Shinya Suzuki, Shion Takeno, Tomoyuki Tamura, Kazuki Shitara, Masayuki Karasuyama",6773
Closing the convergence gap of SGD without replacement,"Shashank Rajput, Anant Gupta, Dimitris Papailiopoulos",6774
Black-Box Methods for Restoring Monotonicity,"Evangelia Gergatsouli, Brendan Lucier, Christos Tzamos",6775
Flexible and Efficient Long-Range Planning Through Curious Exploration,"Aidan Curtis, Minjian Xin, Dilip Arumugam, Kevin Feigelis, Daniel Yamins",6776
Sparse Convex Optimization via Adaptively Regularized Hard Thresholding,"Kyriakos Axiotis, Maxim Sviridenko",6777
On Thompson Sampling with Langevin Algorithms,"Eric Mazumdar, Aldo Pacchiano, Yian Ma, Michael Jordan, Peter Bartlett",6778
Strategic Classification is Causal Modeling in Disguise,"John Miller, Smitha Milli, University of California Moritz Hardt",6779
Multi-fidelity Bayesian Optimization with Max-value Entropy Search and its Parallelization,"Shion Takeno, Hitoshi Fukuoka, Yuhki Tsukada, Toshiyuki Koyama, Motoki Shiga, Ichiro Takeuchi, Masayuki Karasuyama",6780
Domain Aggregation Networks for Multi-Source Domain Adaptation,"Junfeng Wen, Russell Greiner, Dale Schuurmans",6781
Improving Robustness of Deep-Learning-Based Image Reconstruction,"Ankit Raj, Yoram Bresler, Bo Li",6782
Outsourced Bayesian Optimization,"Dmitrii Kharkovskii, Zhongxiang Dai, Bryan Kian Hsiang Low",6783
Learning Near Optimal Policies with Low Inherent Bellman Error,"Andrea Zanette, Alessandro Lazaric, Mykel Kochenderfer, Emma Brunskill",6784
Message Passing Least Squares: A Unified Framework for Fast and Robust Group Synchronization,"Yunpeng Shi, Gilad Lerman",6785
Optimal Estimator for Unlabeled Linear Regression,"Hang Zhang, Ping Li",6786
Recovery of sparse signals from a mixture of linear samples,"Arya Mazumdar, Soumyabrata Pal",6787
Recurrent Hierarchical Topic-Guided RNN for Language Generation,"Dandan Guo, Bo Chen, Ruiying Lu, Mingyuan Zhou",6788
Predictive Coding for Locally-Linear Control,"Rui Shu, Tung Nguyen, Yinlam Chow, Tuan Pham, Khoat Than, Mohammad Ghavamzadeh, Stefano Ermon, Hung Bui",6789
Near Input Sparsity Time Kernel Embeddings via Adaptive Sampling,"Amir Zandieh, David Woodruff",6790
Near-optimal sample complexity bounds for learning Latent $k-$polytopes and applications to Ad-Mixtures,"Chiru Bhattacharyya, Ravindran Kannan",6791
Population-Based Black-Box Optimization for Biological Sequence Design,"Christof Angermueller, David Belanger, Andreea Gane, Zelda Mariet, David Dohan, Kevin Murphy, Lucy Colwell , D. Sculley",6792
Emergence of Separable Manifolds in Deep Language Representations,"Jonathan Mamou, Hang Le, Miguel A del Rio Fernandez, Cory Stephenson, Hanlin Tang, Yoon Kim, SueYeon Chung",6793
Stochastic Hamiltonian Gradient Methods for Smooth Games,"Nicolas Loizou, Hugo Berard, Alexia Jolicoeur-Martineau, Pascal Vincent, Simon Lacoste-Julien, Ioannis Mitliagkas",6794
Understanding and Estimating the Adaptability of Domain-Invariant Representations,"Ching-Yao Chuang, Antonio Torralba, Stefanie Jegelka",6795
Adversarial Mutual Information for Text Generation,"Boyuan Pan, Yazheng Yang, Kaizhao Liang, Bhavya Kailkhura, Zhongming Jin, Xian-Sheng Hua, Deng Cai, Bo Li",6796
Bidirectional Model-based Policy Optimization,"Hang Lai, Jian Shen, Weinan Zhang, Yong Yu",6797
Input-Sparsity Low Rank Approximation in Schatten Norm,"Yi Li, David Woodruff",6798
Do We Need Zero Training Loss After Achieving Zero Training Error?,"Takashi Ishida, Ikko Yamane, Tomoya Sakai, Gang Niu, Masashi Sugiyama",6799
Learning and sampling of atomic interventions from observations,"Arnab Bhattacharyya, Sutanu Gayen, Saravanan Kandasamy, Ashwin Maran, Vinodchandran N. Variyam",6800
Understanding and Mitigating the Tradeoff between Robustness and Accuracy,"Aditi Raghunathan, Sang Michael Xie, Fanny Yang, John Duchi, Percy Liang",6801
Combining Differentiable PDE Solvers and Graph Neural Networks for Fluid Flow Prediction,"Filipe de Avila Belbute-Peres, Thomas Economon, Zico Kolter",6802
From ImageNet to Image Classification: Contextualizing Progress on Benchmarks,"Dimitris Tsipras, Shibani Santurkar, Logan Engstrom, Andrew Ilyas, Aleksander Madry",6803
On Implicit Regularization in $\beta$-VAEs,"Abhishek Kumar, Ben Poole",6804
Data Amplification: Instance-Optimal Property Estimation ,"Yi Hao, Alon Orlitsky",6805
Provable guarantees for decision tree induction: the agnostic setting ,"Guy Blanc, Jane Lange, Li-Yang Tan",6806
Statistical Bias in Dataset Replication,"Logan Engstrom, Andrew Ilyas, Shibani Santurkar, Dimitris Tsipras, Jacob Steinhardt, Aleksander Madry",6807
Towards Adaptive Residual Network Training: A Neural-ODE Perspective,"chengyu dong, Liyuan Liu, Zichao Li, Jingbo Shang",6808
Overparameterization hurts worst-group accuracy with spurious correlations,"Shiori Sagawa, aditi raghunathan, Pang Wei Koh, Percy Liang",6809
A Nearly-Linear Time Algorithm for Exact Community Recovery in Stochastic Block Model,"Peng Wang, Zirui Zhou, Anthony Man-Cho So",6810
Online Multi-Kernel Learning with Graph-Structured Feedback,"Pouya M Ghari, Yanning Shen",6811
Is Local SGD Better than Minibatch SGD?,"Blake Woodworth, Kumar Kshitij Patel, Sebastian Stich, Zhen Dai, Brian Bullins, Brendan McMahan, Ohad Shamir, Nati Srebro",6812
On Lp-norm Robustness of Ensemble Decision Stumps and Trees,"Yihan Wang, Huan Zhang, Hongge Chen, Duane Boning, Cho-Jui Hsieh",6813
Sub-linear Memory Sketches for Near Neighbor Search on Streaming Data with RACE,"Benjamin Coleman, Anshumali Shrivastava, Richard Baraniuk",6814
Understanding Self-Training for Gradual Domain Adaptation,"Ananya Kumar, Tengyu Ma, Percy Liang",6815
